=== source: childes_uk ===

-- Conversation 020203::4 (2456 lemmas, speakers: CHI, DAD, MOT) --
  *CHI:	a biscuit .
  *CHI:	out come the and dry up all the rain .
  *CHI:	so the incy wincy spider climb up the spout again .
  *MOT:	very good .
  *CHI:	ooh .
  *CHI:	what be this one .
  *MOT:	old king cole be a merry old soul and a merry old soul be he .
  *CHI:	mummy cm do you know be those girl .
  *MOT:	no .
  *MOT:	i think they be boy .
  *CHI:	they be boy .
  *MOT:	mm hm .
  *MOT:	he call for his pipe and he call for his bull and he call for his fiddle three .
  *MOT:	they be play the fiddle .
  *CHI:	play the fiddle .
  *MOT:	yeah .
  *CHI:	what be this one .
  *MOT:	the queen of heart she make some tart all on a summer day .
  *MOT:	the knave of heart he steal the tart and take them clean away .
  *MOT:	he be steal all the tart .
  *CHI:	cm mummy cm where be he talk them .
  *MOT:	i do not know .
  *MOT:	he be go to go and eat them all somewhere .
  *MOT:	that be naughty end be not it .
  *CHI:	yeah .
  *CHI:	that be real naughty .
  *CHI:	do you know be she the queen mummy .
  *MOT:	no .
  *MOT:	she be the queen of heart .
  *CHI:	she be the queen of the heart .
  *MOT:	mm hm .
  *CHI:	do you know .
  *CHI:	be she a mummy or a sister .
  *MOT:	i do not know cm darling .
  *MOT:	maybe she be both .
  *MOT:	maybe she be a mummy and a sister .
  *MOT:	because i be a mummy and a sister end be not i .
  *CHI:	you know i be a sister .
  *MOT:	yeah .
  *CHI:	and i be a sister and a child .
  *MOT:	and you be a sister and a daughter .
  *CHI:	yeah .
  *CHI:	i be a daughter .
  *MOT:	that be right .
  *MOT:	you be mummy and daddy daughter end be not you .
  *CHI:	yeah .
  *MOT:	and i be your mummy .
  *CHI:	mum .
  *MOT:	and i be lwww sister .
  *CHI:	and who me .
  *MOT:	you be my daughter .
  *CHI:	yeah .
  *MOT:	and you be jwww and awww sister .
  *MOT:	you be my little girl end be not you .
  *CHI:	mummy .
  *MOT:	mm hm .
  *CHI:	do you know i think he be go to eat them all somewhere .
  *MOT:	yeah .
  *MOT:	i think he might do .
  *MOT:	cheek end be not he .
  *CHI:	yeah .
  *CHI:	because they be heart .
  *MOT:	mm hm .
  *CHI:	be not they .
  *CHI:	because boy do not like heart .
  *MOT:	no .
  *CHI:	he have get a heart on his hat .
  *MOT:	mm hm .
  *CHI:	mum cm this be the ba black sheep one .
  *MOT:	it be .
  *CHI:	ba black sheep have you any wool .
  *CHI:	yes sir three bag full .
  *CHI:	one for the master one for the dame and one for the little boy who life down the lane .
  *MOT:	lane .
  *CHI:	what be this one .
  *CHI:	mary have a little lamb .
  *MOT:	his fleece be white as snow and everywhere that mary go the lamb be sure to go .
  *CHI:	what be this one .
  *MOT:	little have lose her sheep and do not know where to find them .
  *MOT:	leave them alone and they will come home wag their tail behind them .
  *CHI:	mummy cm what be this one .
  *MOT:	three blind mouse .
  *MOT:	see how they run .
  *MOT:	they all run after the farm wife .
  *MOT:	who cut off their tail with a carve knife .
  *MOT:	do you ever see such a thing in your life as three blind mouse .
  *MOT:	three blind mouse be on shrek end be not it .
  *CHI:	yeah .
  *CHI:	ooh .
  *MOT:	little sing for his supper .
  *MOT:	what shall we give him .
  *MOT:	brown bread and butter .
  *MOT:	how shall he cut it without a knife .
  *MOT:	how can he marry without a wife .
  *MOT:	little sit in the corner eat his christmas pie .
  *MOT:	he put in his thumb and pull out a plum and say what a good boy be i .
  *CHI:	mummy cm what happen to the chair .
  *MOT:	i do not know .
  *MOT:	look like he be knock the chair over end do not it .
  *MOT:	polly put the kettle on .
  *MOT:	polly put the kettle on we will all have tea .
  *MOT:	sukey take it off again .
  *MOT:	sukey take it off again they have away .
  *MOT:	oh dear .
  *MOT:	ride a cock horse to banbury cross to see a fine lady upon a white horse .
  *MOT:	with ring on her finger and bell on her toe she shall have music wherever she go .
  *CHI:	mummy cm why do she have bell on her shoe .
  *MOT:	i do not know .
  *MOT:	maybe that be what they do in those day .
  *MOT:	mary quite contrary how do your garden grow .
  *MOT:	with silver bell and cockle shell and pretty maid all in a row .
  *MOT:	you have get something grow as well end have not you .
  *CHI:	what .
  *MOT:	your .
  *CHI:	yeah .
  *MOT:	it be go to bed now end have not it .
  *MOT:	your .
  *MOT:	it go for a sleep .
  *CHI:	do you know i will go and see if it be asleep .
  *CHI:	okay .
  *MOT:	do you .
  *CHI:	yeah .
  *MOT:	do you scream down the big slide .
  *CHI:	yeah .
  *CHI:	because you have to go .
  *MOT:	right .
  *CHI:	you have to go like that .
  *MOT:	do you .
  *CHI:	yeah .
  *CHI:	because i do not scream when i go down to where twww be climb up it .
  *MOT:	oh .
  *MOT:	do you go down the slide by yourself or do you go with some friend .
  *CHI:	i go with some friend .
  *MOT:	what friend do you go with .
  *CHI:	i do not know .
  *MOT:	oh .
  *MOT:	be it .
  *CHI:	do lwww come .
  *MOT:	to your party .
  *MOT:	can you see it .
  *CHI:	yeah .
  *CHI:	but i do not think it be asleep yet .
  *MOT:	no .
  *MOT:	not yet .
  *CHI:	almost .
  *MOT:	almost .
  *CHI:	but when we be finish our story i think it will be asleep .
  *MOT:	yeah .
  *MOT:	i think it will .
  *MOT:	and then it will be your turn to go to sleep as well end will not it .
  *MOT:	then mummy will have to go and get that bedding in as well .
  *CHI:	which one .
  *MOT:	the one that be on the wash line .
  *MOT:	i will have to take that in as well end will not i .
  *MOT:	because it be go to rain tonight i think .
  *CHI:	be it .
  *MOT:	yeah .
  *MOT:	we do not want it to get wet end do we .
  *CHI:	no .
  *CHI:	no .
  *CHI:	wait .
  *MOT:	little sit on her tuffet eat her curd and whey .
  *MOT:	along come a spider and sit down beside her and frighten away .
  *CHI:	be that .
  *MOT:	that be .
  *MOT:	be you .
  *CHI:	no .
  *MOT:	rain go away come again another day .
  *CHI:	rain go away come again another day .
  *CHI:	mummy cm .
  *MOT:	that be your favorite word end be not it .
  *MOT:	again .
  *MOT:	one last time .
  *MOT:	can you say one last time .
  *CHI:	one last time .
  *MOT:	pudding and pie kiss the girl and make them cry .
  *MOT:	when the boy come out to play georgie porgie run away .
  *CHI:	who run away .
  *CHI:	where be .
  *MOT:	that be kiss the girl and that be run away .
  *MOT:	do anybody try and kiss you at school .
  *CHI:	no .
  *MOT:	do the boy try and kiss you .
  *CHI:	no .
  *MOT:	no .
  *MOT:	do you try and kiss the boy .
  *CHI:	yeah .
  *MOT:	do you .
  *MOT:	who do you try and kiss .
  *CHI:	jwww and awww .
  *MOT:	oh .
  *MOT:	any boy at nursery .
  *MOT:	do you try and kiss the boy at nursery .
  *CHI:	no .
  *MOT:	no .
  *CHI:	do you know .
  *MOT:	mm hm .
  *CHI:	why be that girl cry .
  *MOT:	because she do not want to kiss her .
  *CHI:	mummy cm well why be she like that .
  *MOT:	i think she be scream .
  *CHI:	she be scream .
  *MOT:	yeah .
  *MOT:	because she do not want to be kiss .
  *CHI:	yeah .
  *CHI:	because scream do not want to be kiss .
  *CHI:	mum cm do you know do they both want to be kiss .
  *MOT:	no .
  *MOT:	the boy do not want to be kiss end do they .
  *MOT:	and i do not think want to kiss the boy either .
  *CHI:	what .
  *MOT:	i do not think want to kiss the boy either .
  *CHI:	mummy cm this be the last one .
  *MOT:	right .
  *MOT:	pick a peck of pickle pepper .
  *MOT:	a peck of pickle pepper pick .
  *MOT:	if pick a peck of pickle pepper .
  *MOT:	where be the peck of pickle pepper pick .
  *MOT:	that be p word end be not it .
  *MOT:	hey .
  *CHI:	again .
  *MOT:	no .
  *MOT:	not again .
  *MOT:	it be time to go to bed now .
  *MOT:	time to go and say to everybody .
  *CHI:	mum cm do you know it be get primrose on it .
  *MOT:	primrose .
  *CHI:	look .
  *MOT:	oh yeah .
  *MOT:	who put that primrose sticker on it .
  *CHI:	i do not .
  *CHI:	do you .
  *MOT:	no .
  *MOT:	i do not .
  *CHI:	do daddy .
  *MOT:	i do not know .
  *CHI:	be it jwww .
  *MOT:	i do not know .
  *MOT:	come let us go and say to everyone now .

-- Conversation 068::14 (939 lemmas, speakers: CDS) --
  *CDS:	childsname .
  *CDS:	childsname .
  *CDS:	be we read a book or be we go to play .
  *CDS:	what be we play .
  *CDS:	where be .
  *CDS:	shall we find .
  *CDS:	ahhah oh be that the .
  *CDS:	ahhah we should go to the should not we .
  *CDS:	should we go to the .
  *CDS:	ahhah build a .
  *CDS:	what do you think .
  *CDS:	how many flag can you see on the .
  *CDS:	i can see one .
  *CDS:	two .
  *CDS:	three .
  *CDS:	now which bucket make the top of the castle .
  *CDS:	i do not know .
  *CDS:	which one do you think .
  *CDS:	be you not interest in this book .
  *CDS:	do you not like this one .
  *CDS:	you can look at the wiggle caterpillar .
  *CDS:	you do not like that one .
  *CDS:	this one .
  *CDS:	what be this one .
  *CDS:	choochoo .
  *CDS:	all aboard .
  *CDS:	ahhah hi i be timmy train and i be on my way home .
  *CDS:	oops .
  *CDS:	up and over the bridge .
  *CDS:	okay childsname what be the matter .
  *CDS:	oh .
  *CDS:	i can go up steep hill .
  *CDS:	oh that be a naughty cough be not it .
  *CDS:	i jump past field and hedge .
  *CDS:	put it that way .
  *CDS:	put it on the floor so you can open the page .
  *CDS:	oh tire girl .
  *CDS:	and toot my name past house .
  *CDS:	i can do too .
  *CDS:	oh .
  *CDS:	be we off .
  *CDS:	we be off again be we .
  *CDS:	no .
  *CDS:	there be nothing behind me sweet pie .
  *CDS:	be you garden .
  *CDS:	ahhah dig dig dig .
  *CDS:	dig dig dig .
  *CDS:	dig dig dig .
  *CDS:	where be your water can darling .
  *CDS:	lose it over there cm have not you .
  *CDS:	argh .
  *CDS:	oh look mister crocy .
  *CDS:	vroom .
  *CDS:	vroom .
  *CDS:	vroom .
  *CDS:	you like mister crocy .
  *CDS:	oh .
  *CDS:	there be your water can .
  *CDS:	okay .
  *CDS:	put the lid on there .
  *CDS:	ahhah .
  *CDS:	ahhah .
  *CDS:	yeah .
  *CDS:	that be a beautiful smile .
  *CDS:	thank you .
  *CDS:	can i have crocy .
  *CDS:	oh thank you very much .
  *CDS:	that be very nice .
  *CDS:	i like him .
  *CDS:	he be nice be not he cm hey .
  *CDS:	squeak crocy .
  *CDS:	toot toot .
  *CDS:	have a chew on it .
  *CDS:	be you chew .
  *CDS:	the dog .
  *CDS:	oh .
  *CDS:	this dog .
  *CDS:	blow .
  *CDS:	good girl .
  *CDS:	good girl .
  *CDS:	your choo choo .
  *CDS:	little ball .
  *CDS:	that be it .
  *CDS:	you pull him about .
  *CDS:	woof .
  *CDS:	woof .
  *CDS:	yeah .
  *CDS:	be you bite his face .
  *CDS:	yum .
  *CDS:	agh that not taste very nice .
  *CDS:	no .
  *CDS:	dada be home soon .
  *CDS:	he will be home soon .
  *CDS:	and he will miss you because he have not see you today have he .
  *CDS:	not yet anyway .
  *CDS:	because you be still asleep when he go to work .
  *CDS:	hey .
  *CDS:	you be still asleep .
  *CDS:	oh be you watch chester .
  *CDS:	ahhah chester the crab .
  *CDS:	chester the crab .
  *CDS:	chester the crab .
  *CDS:	argh .
  *CDS:	chester the crab love to play eye spy .
  *CDS:	he and speckle the fish be about to begin a game together .
  *CDS:	you can go first speckle say chester .
  *CDS:	i have clear eye for spot thing .
  *CDS:	oh .
  *CDS:	see a little bee over there .
  *CDS:	okay say speckle .
  *CDS:	i spy with my little eye something begin with c .
  *CDS:	my eye .
  *CDS:	a clam fish say chester .
  *CDS:	speckle shake his head .
  *CDS:	a clam .
  *CDS:	ask chester .
  *CDS:	speckle shake his head again .
  *CDS:	ahhah .
  *CDS:	what can it be childsname .
  *CDS:	be it a .
  *CDS:	say chester .
  *CDS:	speckle chuckle and shake his head .
  *CDS:	you want a cuddle .
  *CDS:	i know say chester cm it be coral .
  *CDS:	that be right say speckle .
  *CDS:	now it be your turn .
  *CDS:	whoops we miss a page .
  *CDS:	miss a page .
  *CDS:	ahhah look .
  *CDS:	let me see say chester as he look around for something to spy .
  *CDS:	i spy ahhah with my little eye something begin with s .
  *CDS:	ahhah that be ease say speckle .
  *CDS:	its me speckle .
  *CDS:	chester shake his head .
  *CDS:	a ask speckle .
  *CDS:	chester shake his head again .
  *CDS:	a squid say speckle .
  *CDS:	chester shake his head again .
  *CDS:	oh i give up say speckle cm it be just too hard .
  *CDS:	what be it .
  *CDS:	shark say chester just in time for everyone to hide .
  *CDS:	ahhah .
  *CDS:	phew .
  *CDS:	a phew .
  *CDS:	where you go .
  *CDS:	where be you go .
  *CDS:	oh have you see the camera .
  *CDS:	you can not have the camera .
  *CDS:	no tear .
  *CDS:	there be a good girl .
  *CDS:	put your you do not want garden toy .
  *CDS:	have you have enough of those now .
  *CDS:	snip snip .
  *CDS:	ahhah snip snip .
  *CDS:	snip snip .
  *CDS:	oh dear .
  *CDS:	where you go .
  *CDS:	be you walk .
  *CDS:	oh keep trip over your trouser be not you .
  *CDS:	you be a very clever girl .
  *CDS:	oh that be so love .
  *CDS:	oh wow whee .
  *CDS:	that be new .
  *CDS:	be you walk to mummy .
  *CDS:	wow whee .
  *CDS:	ahhah who be a clever girl .
  *CDS:	yeah .
  *CDS:	do that again .
  *CDS:	you go to try that again .
  *CDS:	the train .
  *CDS:	that be a good girl .
  *CDS:	good girl .
  *CDS:	oh we can not decide between and a book .
  *CDS:	what shall we have .
  *CDS:	what shall we have .
  *CDS:	oh the color .
  *CDS:	ahhah .
  *CDS:	it be a caterpillar .
  *CDS:	green caterpillar .
  *CDS:	green leaf .
  *CDS:	red .
  *CDS:	red apple .
  *CDS:	you like apple do not you oh red you like do not .
  *CDS:	oh red .
  *CDS:	you like .
  *CDS:	like .
  *CDS:	this be sound .
  *CDS:	animal sound .
  *CDS:	ahhah baa .
  *CDS:	baa .
  *CDS:	baa .
  *CDS:	can not do animal .
  *CDS:	sheep .
  *CDS:	yes .
  *CDS:	ahhah andmoo .
  *CDS:	cow .
  *CDS:	squeak .
  *CDS:	mouse .
  *CDS:	roar .
  *CDS:	it be a lion .
  *CDS:	that be a cock .
  *CDS:	cheep cheep .
  *CDS:	some little chick .
  *CDS:	quack .
  *CDS:	there be a duck .
  *CDS:	woof go a dog .
  *CDS:	we know that cause we have get three dog .
  *CDS:	meow .
  *CDS:	that be the cat .
  *CDS:	buzz .
  *CDS:	buzz buzz buzz buzz bee .
  *CDS:	be we do the color again .
  *CDS:	what do we get to .
  *CDS:	shall we have a look .
  *CDS:	what have we get .
  *CDS:	a brown cocoon and a blue plum .
  *CDS:	orange .
  *CDS:	a orange orange .
  *CDS:	yellow cheese .
  *CDS:	and whats the last one .
  *CDS:	be we ready .
  *CDS:	and many color of a .
  *CDS:	oh the dog .
  *CDS:	what be that one .
  *CDS:	what be this one .
  *CDS:	hey diddle diddle muddle the cat and the fiddle .
  *CDS:	little sit on a tuffet .
  *CDS:	sit on a wall .
  *CDS:	hush a bye baby on the .
  *CDS:	do not know wee .
  *CDS:	oh oh oo oh .
  *CDS:	row row row your boat gentle down the stream .
  *CDS:	merry merry merry merry life be but a dream .

-- Conversation 148::11 (438 lemmas, speakers: CDS) --
  *CDS:	where be it .
  *CDS:	where be it childsname .
  *CDS:	childsname .
  *CDS:	show me where your be .
  *CDS:	where be it .
  *CDS:	where be it childsname .
  *CDS:	be not you do it .
  *CDS:	where be hm .
  *CDS:	wheel on the bus .
  *CDS:	oh .
  *CDS:	press the button .
  *CDS:	press the button .
  *CDS:	go on .
  *CDS:	where be the button .
  *CDS:	the wheel on the bus go round and round cm round and round cm round and round .
  *CDS:	dance .
  *CDS:	where be your other one .
  *CDS:	where be shoulder cm knee and toe go cm hey .
  *CDS:	press the button .
  *CDS:	childsname .
  *CDS:	press the button .
  *CDS:	press the button .
  *CDS:	press the button .
  *CDS:	be you press the button .
  *CDS:	what be the matter .
  *CDS:	can not you be bother .
  *CDS:	hey .
  *CDS:	you a bit tire .
  *CDS:	press the button .
  *CDS:	that be a bit of a laze attempt .
  *CDS:	yay .
  *CDS:	she do it .
  *CDS:	she do it .
  *CDS:	woo .
  *CDS:	round and round cm round and round .
  *CDS:	wheel on the bus go round and round cm all day long .
  *CDS:	press the button .
  *CDS:	press the button .
  *CDS:	where be the button .
  *CDS:	be you tire .
  *CDS:	be you tire .
  *CDS:	back this way .
  *CDS:	back this way childsname .
  *CDS:	look what mum be get .
  *CDS:	whee .
  *CDS:	yay .
  *CDS:	that be it .
  *CDS:	be you press it .
  *CDS:	where be all the shape go it .
  *CDS:	blue circle .
  *CDS:	red triangle .
  *CDS:	where be the green square .
  *CDS:	where be the green square .
  *CDS:	half of them be miss childsname .
  *CDS:	where be they .
  *CDS:	ugh .
  *CDS:	oh .
  *CDS:	it be for you .
  *CDS:	hello .
  *CDS:	hello .
  *CDS:	it be lily on the phone .
  *CDS:	oo .
  *CDS:	where be your hm cm green square .
  *CDS:	tap tap tap .
  *CDS:	tap tap tap tap tap .
  *CDS:	oh .
  *CDS:	oo .
  *CDS:	that a nice noise .
  *CDS:	yeah .
  *CDS:	woah .
  *CDS:	woah .
  *CDS:	woah .
  *CDS:	woah .
  *CDS:	again .
  *CDS:	woah .
  *CDS:	again .
  *CDS:	again .
  *CDS:	again .
  *CDS:	ah .
  *CDS:	do it again .
  *CDS:	ah .
  *CDS:	row row row your boat cm gentle down the stream .
  *CDS:	and if you see a crocodile cm do not forget to scream .
  *CDS:	argh .
  *CDS:	hm .
  *CDS:	that be a silly face .
  *CDS:	oh you get mad .
  *CDS:	oh .
  *CDS:	aw no .
  *CDS:	she be find something .
  *CDS:	where be your .
  *CDS:	lose your ball .
  *CDS:	to mummy .
  *CDS:	ding .
  *CDS:	yay .
  *CDS:	whee .
  *CDS:	whoops .
  *CDS:	where be she childsname .
  *CDS:	steady eddy .
  *CDS:	hide .
  *CDS:	boo .
  *CDS:	boo .
  *CDS:	boo .
  *CDS:	woo .
  *CDS:	boo .
  *CDS:	boo .
  *CDS:	i can see you .
  *CDS:	woo .
  *CDS:	boo .
  *CDS:	boo .
  *CDS:	boo .
  *CDS:	ah .
  *CDS:	i be come for you .
  *CDS:	ah .
  *CDS:	i come for you .
  *CDS:	quick run .
  *CDS:	roar .
  *CDS:	roar .
  *CDS:	ah .
  *CDS:	oink .
  *CDS:	oink .
  *CDS:	where be she .
  *CDS:	boo .
  *CDS:	you be too heavy for that .
  *CDS:	oink .
